index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
617202,1050,2,17/09/2013,394,1,0,0,0,4164.4296769839475
627147,688,1,23/12/2013,786,1,0,0,1,6723.285293449663
570158,351,3,17/09/2014,471,1,1,0,0,5937.413683534781
80024,724,6,16/03/2013,572,1,0,0,0,4976.898208245144
627760,409,3,13/02/2013,447,1,0,0,0,4499.764042046047
75224,365,1,27/05/2013,666,1,1,0,1,7330.215133550732
398135,253,4,26/02/2015,629,1,0,0,0,5543.474400859889
116016,868,6,16/05/2015,603,1,0,0,0,5143.158115721007
426115,984,3,27/03/2013,897,1,1,0,1,8480.326439055174
370284,841,5,26/04/2013,487,1,1,0,0,5808.647712619834
664740,88,1,01/07/2013,969,1,1,0,0,9135.361304112539
305646,99,6,18/04/2015,545,1,0,0,0,4904.344540746776
418085,191,7,12/04/2015,0,0,0,0,0,47.975657153389136
125232,839,7,22/06/2014,0,0,0,0,0,-45.743285733579114
683539,529,4,18/09/2014,722,1,1,0,0,7349.2362717858
7576,561,3,16/01/2013,565,1,0,0,0,5189.915684015695
227488,91,2,06/05/2014,855,1,1,0,0,8369.70302372715
141788,831,5,25/04/2014,1307,1,0,0,1,9537.943111432014
205228,353,7,06/07/2014,1967,1,0,0,0,13372.210989405725
25476,302,5,19/04/2013,280,1,0,0,0,3352.9280803372976
286257,1046,3,06/02/2013,626,1,1,0,1,6835.862795712333
134411,24,4,26/03/2015,764,1,0,0,0,6391.325044590757
205009,261,7,19/04/2015,0,0,0,0,0,37.85169727362404
13265,101,6,22/02/2014,782,1,0,0,0,6334.360523368266
462470,1104,5,21/02/2014,426,1,1,0,0,5402.47291381545
535790,801,7,09/11/2014,0,0,0,0,0,-40.24742179884947
314709,811,2,19/11/2013,664,1,1,0,0,7112.877613588123
404767,308,5,20/09/2013,750,1,0,0,0,6188.530616780032
131848,864,1,15/09/2014,702,1,1,0,0,7411.773442799776
105631,785,2,21/10/2014,495,1,1,0,0,6096.715640587973
359244,358,6,25/07/2015,898,1,0,0,0,6997.256139116425
279295,313,5,29/08/2014,787,1,0,0,1,6474.637950063845
89758,1000,7,09/02/2014,0,0,0,0,0,-69.02839345703876
549788,420,1,10/06/2013,342,1,0,0,0,4018.952540939646
395196,333,6,03/01/2015,1005,1,0,0,0,7646.621461571932
403099,193,5,14/06/2013,636,1,0,0,0,5517.167911677616
198141,1035,2,30/06/2015,752,1,1,0,0,7611.564743653839
596913,759,2,22/10/2013,849,1,1,0,1,8300.4151365102
546350,834,4,13/11/2014,700,1,1,0,0,7172.353781889439
638567,748,1,04/11/2013,629,1,1,0,0,6987.992136933365
329959,495,4,28/05/2015,333,1,0,0,1,3785.6355126444046
349360,597,7,29/12/2013,0,0,0,0,0,-10.743310149248373
405505,808,6,31/05/2014,347,1,0,0,0,3606.864736182413
384259,1013,5,27/02/2015,444,1,0,0,0,4239.844658509431
536609,533,5,31/10/2014,1131,1,0,0,0,8455.340776717043
571101,141,1,12/08/2013,775,1,1,0,1,8020.431514066268
236009,1072,6,18/10/2014,362,1,0,0,0,3659.2085926496707
448349,329,5,07/03/2014,750,1,1,0,0,7469.913609582377
333467,740,7,27/07/2014,0,0,0,0,0,-31.42511390362563
574018,737,2,30/09/2014,1383,1,1,0,0,11462.77614692254
205608,878,4,21/05/2015,750,1,1,0,1,7531.276184852201
290956,266,2,12/08/2014,467,1,0,0,1,4781.910056145664
533521,329,5,27/02/2015,739,1,0,0,0,6119.107953605981
697959,775,1,30/03/2015,781,1,1,0,1,7964.9476223607735
147484,746,7,02/02/2014,0,0,0,0,0,-32.29288189331976
625500,288,5,01/02/2013,369,1,0,0,0,3892.071717195136
510140,1050,3,10/04/2013,469,1,1,0,0,5824.248626333571
31687,589,1,29/09/2014,689,1,1,0,0,7373.090580715464
428116,769,5,16/01/2015,3590,1,1,0,0,24545.799980951106
458511,336,5,07/11/2014,1995,1,1,0,0,14982.529998739872
435015,651,5,21/06/2013,1025,1,1,0,0,9082.980274388472
636036,691,3,15/07/2015,572,1,1,0,1,6561.3134022528875
28606,976,1,07/01/2013,1020,1,1,0,0,9314.71884488473
23709,906,2,27/08/2013,1389,1,1,0,0,11474.544274418342
377193,33,1,14/01/2013,789,1,0,0,0,6772.587887086184
638679,821,3,27/11/2013,743,1,0,0,0,6226.550094226051
235702,160,6,20/07/2013,475,1,0,0,1,4536.603083628332
182611,1050,7,19/07/2015,0,0,0,0,0,-76.25979337115666
232459,975,2,14/07/2015,721,1,1,0,1,7496.689959163442
357121,265,6,23/11/2013,283,1,0,0,0,3299.1549743908495
547017,91,3,25/03/2015,401,1,0,0,0,4268.143758257514
252361,373,2,05/02/2013,313,1,1,0,0,5057.924513312854
145526,562,7,10/08/2014,3197,1,0,0,1,20828.620749737565
229258,1019,2,23/04/2013,732,1,1,0,0,7493.177927607955
104364,315,7,15/02/2015,0,0,0,0,0,30.0417853663767
304786,206,1,25/11/2013,816,1,0,0,0,6910.513409808178
147289,659,3,29/05/2013,759,1,1,0,0,7630.960701928791
423510,841,5,10/07/2015,426,1,0,0,0,4156.089896597436
494204,28,2,12/03/2013,540,1,0,0,0,5193.355798562846
134373,593,3,08/07/2015,1160,1,0,0,0,8776.138292618096
292903,409,5,30/08/2013,652,1,1,0,0,6866.909136029623
8544,784,2,04/02/2014,1139,1,1,0,0,9983.428089978774
16454,319,6,03/01/2015,580,1,0,0,0,5083.7528931568595
556274,994,1,07/01/2013,740,1,1,0,0,7622.3034446580305
694554,462,3,01/01/2014,0,0,0,1,1,-392.630892659296
384847,947,1,08/04/2013,1280,1,1,0,0,10888.024289074132
558172,28,4,20/03/2014,618,1,1,0,0,6794.050406029574
37675,1023,5,08/03/2013,712,1,1,0,0,7140.210137139457
168434,374,2,17/06/2014,1017,1,1,0,0,9306.450298762295
429668,318,1,09/02/2015,521,1,0,0,1,5177.51120457032
43680,292,4,16/05/2013,780,1,1,0,0,7733.545613032081
34465,245,5,13/12/2013,893,1,0,0,0,7060.653358403389
47306,603,4,14/02/2013,862,1,0,0,0,6899.019667275438
65623,389,1,27/01/2014,1231,1,0,0,0,9388.589414504331
651716,884,3,07/08/2013,462,1,0,0,1,4585.125265716911
446073,186,1,11/11/2013,364,1,0,0,0,4185.566442957959
518648,269,3,11/06/2014,1161,1,0,0,0,8829.032807262498
113491,714,6,16/11/2013,330,1,0,0,0,3517.864033605313
177828,1085,3,29/05/2013,855,1,1,0,0,8148.713321948832
549475,123,1,05/01/2015,1388,1,1,0,1,11722.51630019935
156653,819,4,26/06/2014,464,1,0,0,0,4465.832825680265
269705,45,2,27/01/2015,378,1,1,0,0,5497.640304809272
634681,42,1,23/06/2014,1107,1,0,0,0,8690.429972994221
706828,152,6,04/05/2013,459,1,0,0,0,4377.6655415586865
359865,742,7,22/03/2015,0,0,0,0,0,-31.714369900190263
628028,845,3,26/11/2014,314,1,1,0,0,4918.465669838845
13976,78,6,08/11/2014,384,1,0,0,0,3935.7397733625767
371342,946,3,15/01/2014,469,1,0,0,0,4554.869757388661
556773,251,6,31/08/2013,2850,1,0,0,0,18793.135663128593
22623,327,4,12/02/2015,790,1,0,0,1,6567.947759176308
173531,785,6,24/01/2015,625,1,0,0,0,5287.933189998684
363869,260,4,31/10/2013,1021,1,0,0,0,7908.198939632576
449046,731,7,20/07/2014,0,0,0,0,0,-30.12346191908432
135501,471,3,23/04/2014,482,1,0,0,1,4765.557493025925
74936,235,6,17/05/2014,319,1,0,0,0,3520.7553695724423
273752,317,2,26/03/2013,568,1,1,0,1,6668.493572292465
295389,824,6,11/01/2014,578,1,0,0,0,4998.645667622429
119407,506,4,11/06/2015,769,1,0,0,0,6351.789565423262
644539,44,1,06/01/2014,893,1,1,0,0,8683.061652767039
327283,200,2,08/07/2014,643,1,0,0,1,5853.62310739423
27077,563,1,06/05/2013,740,1,0,0,0,6400.217931151452
394190,650,4,23/04/2015,577,1,0,0,0,5172.2348390939505
86468,888,5,07/06/2013,820,1,1,0,0,7811.519582606942
95225,919,2,01/04/2014,903,1,1,0,0,8539.63311479352
134577,651,5,31/05/2013,1331,1,1,0,0,10929.703493870013
199456,86,3,23/01/2013,619,1,1,0,0,6868.926496815774
162698,707,5,27/02/2015,1118,1,0,0,0,8351.71994340395
562695,265,2,18/03/2014,581,1,1,0,0,6690.935914973926
196532,966,5,05/04/2013,601,1,0,0,1,5257.677831814334
112831,613,4,06/11/2014,991,1,1,0,0,8960.514140977575
420251,28,4,09/05/2013,0,0,0,1,0,-470.62568773159137
518738,372,4,22/08/2013,591,1,0,0,1,5360.46590227051
433500,689,6,06/07/2013,533,1,0,0,1,4810.127378190327
446362,899,2,14/01/2014,520,1,0,0,0,4946.6839480405115
295869,649,1,04/08/2014,474,1,1,0,1,6130.412487461893
540784,87,4,17/07/2014,818,1,1,0,1,8056.059869156111
109509,1013,7,13/04/2014,0,0,0,0,0,-70.90855743470945
528624,142,3,04/02/2015,582,1,1,0,0,6637.530730477919
433331,416,2,15/07/2014,1416,1,1,0,1,11771.892034842724
1704,210,2,16/04/2013,231,1,0,0,0,3302.2051537911593
637945,668,1,18/02/2013,1397,1,1,0,0,11634.47555510256
551712,856,6,21/12/2013,1173,1,0,0,0,8584.868276224828
238099,851,3,29/04/2015,458,1,1,0,0,5786.64412278164
694182,799,5,31/07/2015,1017,1,1,0,1,9076.828859876507
615,199,3,03/07/2013,619,1,1,0,0,6852.583533009868
1601,1000,7,07/07/2013,0,0,0,0,0,-69.02839345703876
146914,525,2,21/10/2014,858,1,1,0,1,8388.57347691655
317725,491,6,16/08/2014,529,1,0,0,0,4751.089674205371
673842,225,4,05/06/2014,690,1,1,0,1,7263.615675675378
46200,499,1,22/12/2014,1232,1,0,0,1,9442.249252735375
241821,268,7,07/04/2013,0,0,0,0,0,36.83930128564754
136520,344,2,14/01/2014,1025,1,0,0,0,8074.649303551849
43540,54,3,25/03/2015,501,1,0,0,0,4876.999314285967
346377,844,7,06/07/2014,0,0,0,0,0,-46.46642572499081
622396,209,1,03/11/2014,777,1,1,0,0,7959.1330217437235
261088,1,7,03/05/2015,0,0,0,0,0,75.45497682703723
547756,814,7,12/07/2015,0,0,0,0,0,-42.127585776520164
660549,706,1,11/02/2013,512,1,0,0,1,5067.080152428484
490103,261,3,17/09/2014,984,1,1,0,0,9046.407365452182
333997,854,6,05/10/2013,757,1,0,0,0,6074.579560638648
599670,734,5,18/10/2013,550,1,0,0,0,4919.910449327735
477786,891,2,02/12/2014,1211,1,1,0,0,10402.476004628807
508513,656,1,09/12/2013,403,1,0,0,0,4352.957968601133
347497,509,5,23/08/2013,486,1,0,0,0,4566.208984082381
340531,221,7,29/09/2013,0,0,0,0,0,43.63681720491837
568605,568,3,24/06/2015,335,1,0,0,0,3800.843351816105
52454,921,4,26/02/2015,1062,1,0,0,0,8060.03660400566
382371,709,3,21/05/2014,1595,1,1,0,0,12669.025417983841
537739,753,2,23/12/2014,1059,1,0,0,1,8284.221795926831
63961,633,7,04/01/2015,0,0,0,0,0,-15.949918087413266
6248,745,1,19/05/2014,1010,1,1,0,0,9287.777480478755
601802,613,7,19/01/2014,0,0,0,0,0,-13.057358121766129
665841,143,3,26/11/2014,634,1,1,0,0,6951.20834892748
345804,76,2,19/02/2013,796,1,1,0,0,8015.804894847103
382883,810,1,09/06/2014,0,0,0,1,0,-352.03636793142846
258305,422,1,17/06/2013,535,1,1,0,0,6467.846803486928
400542,131,7,20/04/2014,0,0,0,0,0,56.65333705033066
103703,755,5,12/09/2014,900,1,0,0,0,7029.138381685826
483067,555,4,01/05/2014,0,0,1,1,0,737.5755379398811
428205,945,3,18/12/2013,861,1,1,0,0,8205.171500913882
428091,1110,6,13/09/2014,351,1,0,0,0,3587.3272535048204
159140,1009,5,14/06/2013,473,1,0,0,0,4415.439423329242
348467,850,2,17/06/2014,786,1,1,0,0,7843.512392167358
181940,736,3,14/08/2013,621,1,1,0,1,6850.522259175264
450595,807,7,30/03/2014,0,0,0,0,0,-41.1151897885436
647903,1003,5,16/01/2015,926,1,1,0,0,8434.601942101996
443189,1019,3,18/03/2015,689,1,1,0,0,7156.441598482738
704253,208,3,17/07/2013,386,1,1,0,1,5508.650690052135
280250,1033,5,15/11/2013,1212,1,0,0,0,8871.865276850389
37249,749,6,28/09/2013,292,1,0,0,0,3283.4704120304687
567080,396,3,20/02/2013,1099,1,1,0,0,9720.912553789869
517604,575,1,02/06/2014,851,1,1,0,0,8352.792371240466
190131,675,4,19/02/2015,661,1,1,0,0,6959.982948780452
678431,553,2,19/08/2014,619,1,1,0,1,6942.148567944751
580629,1010,4,21/11/2013,802,1,1,0,0,7762.473660685589
350551,1106,3,14/05/2014,537,1,0,0,0,4942.1122153260485
241715,1074,4,31/10/2013,0,0,0,1,1,-558.372699093755
700288,755,3,25/12/2013,0,0,0,1,1,-435.00689615602687
681824,8,6,18/10/2014,423,1,0,0,0,4181.230418078224
256398,461,3,21/01/2015,428,1,0,0,0,4377.5775653178825
579676,302,3,14/05/2014,259,1,0,0,0,3380.651116089288
674912,559,1,11/03/2013,687,1,0,0,0,6080.939153495819
535809,745,6,22/03/2014,296,1,0,0,0,3308.1890968272783
124689,888,6,21/02/2015,700,1,0,0,0,5725.664746244604
618903,649,5,11/01/2013,485,1,1,0,0,5824.346201888206
538005,705,4,03/04/2014,1137,1,1,0,0,9828.324672469927
368703,571,6,08/06/2013,609,1,0,0,0,5222.322890416387
296507,595,5,25/01/2013,1763,1,1,0,0,13544.94132457129
118121,933,3,29/04/2015,1155,1,1,0,0,9981.209737963767
653594,165,5,23/01/2015,378,1,0,0,0,3964.1763497921465
300712,450,7,01/09/2013,0,0,0,0,0,10.517005598258265
129814,668,7,27/01/2013,0,0,0,0,0,-21.011898027295842
643543,146,2,30/04/2013,871,1,1,0,0,8458.309175036342
560848,731,6,26/10/2013,764,1,0,0,0,6134.614106833818
547761,944,4,07/11/2013,1191,1,1,0,0,10119.65091373013
291709,641,7,07/07/2013,0,0,0,0,0,-17.106942073672144
388817,1030,3,27/05/2015,264,1,0,0,0,3305.5371493443313
649038,221,6,02/02/2013,470,1,0,0,0,4434.0716848873235
159566,605,3,29/04/2015,615,1,1,0,0,6769.724392903549
634685,131,4,08/08/2013,547,1,0,0,1,5129.779349016076
438899,100,6,05/01/2013,681,1,0,0,0,5724.965788073622
596798,415,4,22/05/2014,501,1,1,0,0,6031.9793161866555
223724,678,2,09/12/2014,809,1,0,0,0,6722.774220726809
269234,966,4,31/07/2014,667,1,1,0,1,7017.64033532699
560817,899,4,25/06/2015,454,1,0,0,0,4393.912153808476
219509,225,2,26/02/2013,378,1,0,0,0,4187.187084352172
75860,917,1,20/10/2014,911,1,1,0,0,8665.432187883103
52369,197,7,05/04/2015,0,0,0,0,0,47.107889163695006
51591,316,6,19/04/2014,1122,1,0,0,0,8355.180192050379
394655,83,2,02/07/2013,396,1,1,0,0,5600.775218491103
451956,1036,5,10/01/2014,520,1,1,0,0,5979.601678585136
441915,442,4,03/04/2014,493,1,1,0,0,5979.794014625671
88978,1042,3,18/02/2015,548,1,1,0,0,6302.174063192516
697674,156,5,09/01/2015,621,1,1,0,0,6716.413680366538
317914,715,4,05/03/2015,695,1,1,0,0,7159.389297680439
271142,344,1,19/08/2013,978,1,0,0,0,7868.231744594263
190361,1036,5,21/06/2013,592,1,1,0,0,6414.124789051381
604300,269,6,30/03/2013,1509,1,0,0,0,10697.53942672571
112173,92,7,22/03/2015,0,0,0,0,0,62.29382898334262
392058,651,7,13/10/2013,0,0,0,0,0,-18.55322205649577
558,13,1,11/11/2013,291,1,0,0,0,3770.0289329936427
661783,732,5,22/08/2014,1000,1,1,0,1,8983.923201345784
493446,742,6,25/04/2015,916,1,0,0,0,7050.3497653925615
190136,932,4,16/07/2015,769,1,1,0,0,7574.598218921251
536995,675,7,26/01/2014,0,0,0,0,0,-22.02429401527229
303196,801,5,18/10/2013,388,1,0,0,1,3996.0772497349503
648501,645,4,03/04/2014,1404,1,1,0,0,11448.358887012524
662663,305,4,06/06/2013,397,1,1,0,0,5420.2439031020285
480207,390,2,08/01/2013,1096,1,1,0,0,9780.904663662459
452310,562,1,14/01/2013,2958,1,0,0,0,19786.088378790424
231494,555,3,14/05/2014,352,1,0,0,0,3905.319250209417
579176,362,3,31/12/2014,606,1,0,0,1,5529.66730175279
594738,714,2,09/07/2013,243,1,0,0,0,3301.733161067891
698519,9,6,06/06/2015,609,1,0,0,0,5303.603825451072
434434,85,2,24/03/2015,839,1,0,0,0,6989.589919735849
49723,267,6,08/03/2014,1097,1,0,0,0,8211.390883943212
559719,734,6,09/08/2014,290,1,0,0,0,3273.569745602864
481003,816,7,25/08/2013,0,0,0,0,0,-42.4168417730848
381774,7,6,30/05/2015,668,1,0,0,0,5659.96063030192
666798,162,5,17/10/2014,550,1,0,0,0,5002.637664345243
511321,481,2,28/05/2013,381,1,1,0,0,5452.687627160924
20884,47,6,21/03/2015,703,1,0,0,0,5865.402022402829
245064,855,5,05/06/2015,781,1,1,0,1,7644.459496555562
26464,870,3,04/03/2015,974,1,1,0,0,8897.978482489027
88574,1077,2,09/07/2013,458,1,0,0,0,4546.767485889208
564977,237,5,31/01/2014,597,1,0,0,0,5275.437594917309
334938,500,7,22/09/2013,0,0,0,0,0,3.2856056841403642
1804,75,2,29/04/2014,672,1,1,0,1,7331.138040772482
134023,1066,1,25/11/2013,1126,1,0,0,0,8656.99672357057
214085,269,7,09/06/2013,0,0,0,0,0,36.69467328736516
527593,862,5,07/02/2014,1021,1,1,0,0,9028.323593947214
376759,862,6,05/07/2014,788,1,0,0,0,6260.508875880912
538421,129,5,29/05/2015,1216,1,0,0,1,9090.283034942506
305756,1040,1,12/05/2014,743,1,0,0,0,6349.3355055735265
80142,249,1,15/06/2015,676,1,1,0,0,7343.808538519504
605372,175,2,09/07/2013,601,1,0,0,1,5603.766992912647
319046,141,2,07/01/2014,895,1,1,0,0,8603.873351849834
412514,708,1,17/11/2014,451,1,0,0,0,4635.119386334613
176024,1097,5,19/06/2015,2566,1,1,0,0,18318.47775977235
370381,1042,7,08/02/2015,0,0,0,0,0,-75.10276938489778
597624,790,6,04/01/2014,705,1,0,0,1,5833.547380922059
231355,772,6,09/05/2015,613,1,0,0,0,5217.392835565312
392326,1034,3,25/09/2013,742,1,1,0,0,7474.1294681572645
389608,688,1,10/06/2013,326,1,0,0,0,3883.631546185253
428165,18,7,07/04/2013,0,0,0,0,0,72.99630085623716
630571,962,1,06/05/2013,866,1,0,0,0,7102.926803152718
383681,901,3,17/04/2013,574,1,0,0,0,5195.0575534079735
242759,479,5,17/04/2015,1385,1,1,0,0,11280.47184242426
478540,481,2,07/04/2015,546,1,0,0,1,5227.583449387642
127030,812,2,06/08/2013,653,1,0,0,1,5825.4612044546275
415835,814,3,03/09/2014,721,1,1,0,0,7379.211720560063
139554,854,5,14/06/2013,651,1,0,0,0,5512.094452826778
316209,235,1,04/02/2013,611,1,1,0,0,6953.555522435653
24387,692,4,18/06/2015,890,1,1,0,0,8339.549165820346
36158,633,3,12/06/2013,456,1,0,0,0,4521.682759239078
177003,1089,2,09/06/2015,869,1,0,0,0,7025.434705487964
205299,167,6,12/10/2013,592,1,0,0,0,5178.156867306819
446554,864,4,05/06/2014,704,1,1,0,0,7192.155114744649
258286,557,7,16/03/2014,0,0,0,0,0,-4.958190217953984
25607,694,1,09/12/2013,783,1,0,0,0,6640.7785210160255
61735,876,6,14/12/2013,801,1,0,0,0,6336.939645516919
658035,1053,5,25/04/2014,791,1,0,0,0,6328.219529297397
424517,359,7,21/06/2015,0,0,0,0,0,23.678153441952986
224826,945,6,12/10/2013,265,1,0,0,0,3092.177157942285
5196,702,4,28/05/2015,280,1,0,0,1,3435.8402273511933
46568,756,3,01/07/2015,2399,1,1,0,1,17577.93651044548
428172,708,7,21/04/2013,0,0,0,0,0,-26.797017958590118
137267,339,4,16/01/2014,554,1,0,0,0,5078.408152938602
568046,385,4,20/02/2014,683,1,1,0,0,7134.696018702577
430655,242,4,14/02/2013,336,1,0,0,0,3776.797650971418
540233,28,6,10/05/2014,379,1,0,0,0,3912.795957272094
396473,708,1,22/09/2014,0,0,0,0,0,436.57981095534416
645116,400,7,07/06/2015,0,0,0,0,0,17.74840551237628
164420,190,6,20/06/2015,566,1,0,0,0,5017.919300122403
374535,285,6,26/07/2014,548,1,0,0,0,4895.548862669018
348463,779,2,24/03/2015,765,1,0,0,0,6442.624892059809
19904,540,1,18/11/2013,493,1,1,0,0,6197.308885250967
571767,643,6,23/03/2013,885,1,0,0,0,6877.5815979939935
710608,781,6,07/06/2014,459,1,0,0,0,4286.694530639083
347488,442,2,30/09/2014,501,1,1,0,0,6182.533303204343
701442,1108,6,30/11/2013,271,1,0,0,0,3104.8130534277807
385363,786,3,04/02/2015,604,1,1,0,1,6740.695124845505
362024,57,2,19/08/2014,972,1,1,0,1,9144.254305017581
321296,370,5,24/01/2014,653,1,1,0,0,6878.584671163554
414684,68,6,07/03/2015,1392,1,0,0,0,10020.509599872817
29005,706,5,18/01/2013,501,1,0,0,0,4628.242916434558
419986,773,6,21/02/2015,562,1,0,0,0,4909.461004320107
56804,165,3,20/02/2013,451,1,1,0,0,5843.613627196898
14265,931,1,27/07/2015,686,1,1,0,1,7369.056550541319
92666,668,7,10/05/2015,0,0,0,0,0,-21.011898027295842
69330,759,1,08/12/2014,797,1,0,0,0,6715.868305940553
517040,729,3,16/10/2013,933,1,0,0,0,7386.514078242841
462189,540,2,24/06/2014,362,1,0,0,0,4045.068573678508
455145,84,3,02/01/2013,1592,1,0,0,1,11520.426481382467
104172,711,4,22/01/2015,477,1,0,0,0,4559.90821110672
407029,925,3,14/01/2015,995,1,1,0,0,9016.759849802816
69948,1008,5,24/07/2015,627,1,0,0,1,5408.514579110396
528150,78,4,20/06/2013,475,1,1,0,0,5923.807828383889
152366,750,7,10/05/2015,0,0,0,0,0,-32.87139388644914
176559,1025,3,19/03/2014,863,1,1,0,0,8205.671347453132
663720,943,3,06/03/2013,551,1,1,0,0,6334.597364625229
395864,603,2,20/01/2015,833,1,0,0,0,6878.462357420067
103631,80,2,24/03/2015,466,1,0,0,0,4739.24194578408
224527,381,3,24/07/2013,880,1,0,0,1,7180.521206837521
188831,838,5,04/04/2014,877,1,1,0,0,8162.748444973505
555565,335,7,01/12/2013,1702,1,0,0,0,11775.52784513099
675051,1041,1,28/04/2014,745,1,1,0,0,7645.68114474336
257950,332,5,17/04/2015,523,1,1,0,0,6099.524918978676
275358,910,2,09/04/2013,653,1,1,0,0,7032.173966548048
583119,582,4,24/01/2013,929,1,1,0,0,8590.824930467286
616660,974,3,01/07/2015,1606,1,1,0,0,12697.084473649138
289208,1076,1,04/05/2015,901,1,1,0,0,8582.085904147007
326047,211,1,04/02/2013,1967,1,1,0,1,15204.079049683212
338723,783,1,10/03/2014,565,1,0,0,0,5312.267211368323
299895,118,7,06/10/2013,0,0,0,0,0,58.5335010280013
212520,622,2,12/05/2015,440,1,0,0,0,4503.942447491119
257612,666,3,30/07/2014,782,1,1,0,0,7768.754299561976
310851,963,3,01/10/2014,1188,1,1,0,0,10176.02732364566
34180,902,5,08/11/2013,630,1,1,0,0,6662.836582456178
323355,1064,1,23/03/2015,1091,1,0,0,0,8446.059467534931
411101,572,2,30/06/2015,786,1,1,0,1,7947.252850531036
239584,676,2,12/05/2015,2162,1,0,0,0,14888.476927568212
22539,132,4,06/06/2013,556,1,1,0,0,6404.836415751165
72516,1068,4,21/08/2014,292,1,1,0,1,4739.747079157166
274230,1015,1,25/02/2013,429,1,0,0,0,4457.947640441688
266461,736,7,03/11/2013,0,0,0,0,0,-30.846601910496133
82203,42,1,22/06/2015,954,1,0,0,0,7767.068363253453
26317,872,2,21/04/2015,679,1,0,0,0,5910.160772940424
380078,310,2,11/02/2014,645,1,0,0,0,5786.2502391438275
38940,83,7,19/07/2015,0,0,0,0,0,63.595480967883816
64542,539,3,03/07/2013,1129,1,1,0,0,9881.282046063094
703681,967,3,11/03/2015,791,1,0,0,0,6495.116480120991
407416,112,2,03/09/2013,789,1,0,0,0,6683.932803736223
459374,101,4,04/07/2013,693,1,1,0,1,7299.65467706515
251144,968,4,04/04/2013,850,1,0,0,1,6837.3438043325195
240196,298,3,13/11/2013,523,1,0,0,0,4974.481033125313
640810,462,3,04/09/2013,610,1,0,0,0,5475.810799887051
228566,701,4,25/04/2013,611,1,1,0,0,6654.470460779107
578054,508,7,16/11/2014,0,0,0,0,0,2.1285816978814864
41296,348,2,18/06/2013,673,1,1,0,0,7234.155765601135
617901,491,5,27/09/2013,519,1,1,0,0,6052.388894448101
166925,504,6,14/12/2013,972,1,0,0,0,7422.733648235286
341310,339,5,06/12/2013,637,1,1,0,0,6786.507447895588
231422,1096,1,22/04/2013,662,1,1,0,0,7136.818019161466
317215,93,7,15/03/2015,0,0,0,0,0,62.14920098506025
515349,1005,6,26/04/2014,839,1,0,0,0,6547.614275373457
370512,351,6,05/04/2014,502,1,0,0,0,4608.39142754006
700997,388,4,19/12/2013,1365,1,1,0,0,11250.161597735208
564640,653,3,29/04/2015,571,1,1,0,0,6497.240348145514
292210,535,1,22/12/2014,1344,1,0,0,1,10112.967483300257
299708,223,7,07/06/2015,0,0,0,0,0,43.34756120835368
109097,176,1,06/10/2014,858,1,1,0,1,8516.278119802751
415419,891,1,27/04/2015,1086,1,1,0,0,9725.325075999455
475192,207,6,09/02/2013,952,1,0,0,0,7344.987299706746
439937,989,6,11/04/2015,369,1,0,0,0,3713.4580189135468
50813,72,5,31/01/2014,462,1,0,0,0,4484.570382509691
279953,88,4,17/04/2014,773,1,1,0,1,7784.338297116426
368998,99,5,05/04/2013,345,1,0,0,1,3838.0992468896034
439844,1108,1,11/03/2013,544,1,0,0,0,5138.527204707235
50599,652,3,16/10/2013,559,1,0,0,0,5140.54427696648
373919,918,4,29/01/2015,599,1,1,0,0,6550.665666740794
124177,285,6,04/05/2013,532,1,0,0,0,4798.988171454297
534608,943,6,24/08/2013,467,1,0,0,0,4311.545140524701
337638,943,1,16/02/2015,693,1,1,0,0,7346.032442127188
497757,26,5,04/07/2014,568,1,1,0,0,6415.358030494482
72722,1100,5,22/03/2013,899,1,1,0,0,8257.626859843767
587567,367,2,20/08/2013,469,1,0,0,0,4715.838839879802
138229,183,4,06/06/2013,594,1,1,0,0,6626.792029473728
165822,957,7,24/05/2015,0,0,0,0,0,-62.80938953089742
605877,407,4,16/05/2013,341,1,1,0,0,5067.529428025705
249039,599,1,15/04/2013,812,1,0,0,0,6829.5344336795315
94499,596,2,11/06/2013,636,1,0,0,0,5690.5712428267925
661931,264,3,06/11/2013,1109,1,1,0,0,9800.353881572344
545617,774,5,23/08/2013,653,1,0,0,0,5535.734779091206
213171,516,5,14/06/2013,691,1,0,0,0,5802.380444283018
614094,743,2,02/12/2014,550,1,1,0,0,6434.7173925664365
545585,330,4,22/01/2015,347,1,0,0,0,3830.455862332691
340313,915,7,15/03/2015,0,0,0,0,0,-56.73501360303828
418400,533,1,03/02/2014,1160,1,1,0,0,10223.695096252624
114740,455,2,24/03/2015,345,1,0,0,0,3954.7662191168674
679012,100,1,06/04/2015,0,0,0,1,1,-185.81661430977078
236719,740,7,12/10/2014,0,0,0,0,0,-31.42511390362563
706940,95,5,15/08/2014,756,1,0,0,1,6319.080514460878
307285,645,5,26/09/2014,971,1,0,0,0,7473.53552876221
127803,142,3,01/05/2013,0,0,1,1,0,874.5363727161508
475268,371,1,28/07/2014,745,1,1,0,1,7806.115778433724
275280,561,7,08/03/2015,0,0,0,0,0,-5.53670221108348
11624,560,3,08/10/2014,1643,1,1,0,0,12980.257063372075
300613,321,5,15/11/2013,491,1,0,0,0,4623.574263764065
309030,367,2,29/10/2013,398,1,0,0,0,4287.350772614478
